car	1.638444	2.1054568	4.5635657	10.962578	-2.5403214	1.1667801141738892	-173.41126052162537	0.821983
car	1.5936811	2.0919828	4.5649953	55.924423	8.753891	0.9412351250648499	-181.16742526760592	0.77338225
rider	1.7499692	1.3690323	3.1274383	30.725418	9.372551	1.1235696077346802	-153.16996076534673	0.62169164
car	1.7592562	2.131895	4.711621	-11.702301	-3.6266022	1.2114447355270386	5.800718242029916	0.76787436
rider	1.6128974	0.8576249	1.808219	-2.5924377	33.505234	1.0826220512390137	-1.8459039300419688	0.5975458
rider	1.601863	0.85731995	1.8703578	-9.728683	14.433891	1.0251028537750244	-180.12608096636743	0.683783
rider	1.6114004	0.8450747	1.8448508	-38.1689	-17.843582	0.8547466993331909	6.101970565562499	0.56077856
car	1.6121578	2.1192074	4.71939	-36.55658	1.2604218	1.1094383001327515	-176.70261256943863	0.6878487
motorcycle	1.2625499	0.76303834	1.7849898	52.607666	-21.277428	1.1134872436523438	4.357034817542662	0.6587069
car	1.6252203	2.0641212	4.6815376	-5.7628555	42.00325	1.0029066801071167	-97.82444956220775	0.6514592
car	1.6444757	2.0856035	4.7889986	0.55028534	40.46266	1.088065505027771	-98.4668169008164	0.6734825
car	1.5699604	2.062188	4.622342	-3.5371475	-41.05384	0.8211616277694702	86.75763224768124	0.56946534
car	1.6082143	2.0815828	4.717385	-64.0354	3.4697495	0.9405056834220886	-179.22526097711278	0.48323935
bicycle	1.207812	0.72588706	1.7738858	84.691925	-22.24385	1.0052608251571655	87.61949283791013	0.40867212
rider	1.6080785	0.850483	1.8438717	9.404854	-26.291	0.8887522220611572	84.76079912307134	0.4075343
bicycle	1.1857507	0.69720125	1.7991982	-39.655888	-21.41481	0.7503277659416199	-266.86664206683463	0.3708921
rider	1.6176597	0.92693514	1.8908333	44.751205	20.018211	0.9076821208000183	-203.7202386239353	0.3163087
rider	1.6212811	0.8900892	1.8970338	70.61659	-19.470634	1.2468920946121216	1.3338155059765973	0.41835144
rider	1.6189047	0.84299815	1.8429378	6.555214	-25.83503	0.876641571521759	81.64733935219107	0.43931273
bicycle	1.2312279	0.7117835	1.7850225	74.364624	-21.625656	0.9805280566215515	82.99645197743033	0.379862
